,Usage
8136,72.0
8137,24.5
8138,79.6
8139,142.0
8140,1.4
8141,2.0
8142,23.9
8143,2.6
8144,5.4
8145,1.7
8146,2.2
8147,3.8
8148,102.4
8149,115.1
8150,215.2
8151,60.7
8152,249.9
8153,34.0
8154,24.7
8155,46.0
8156,3.2
8157,89.1
8158,355.9
8159,203.4
8160,479.6
8161,10.9
8162,19.0
8163,204.3
8164,256.2
8165,256.0
8166,84.7
8167,347.2
8168,8.3
8169,73.4
8170,24.4
8171,80.3
8172,142.2
8173,1.4
8174,2.2
8175,23.7
8176,2.9
8177,5.4
8178,1.8
8179,2.2
8180,3.8
8181,103.9
8182,116.2
8183,216.8
8184,60.6
8185,256.7
8186,33.7
8187,24.7
8188,44.8
8189,3.1
8190,83.7
8191,364.5
8192,200.5
8193,479.0
8194,10.6
8195,19.1
8196,201.3
8197,247.4
8198,258.6
8199,85.3
8200,345.6
8201,8.3
8202,74.1
8203,23.9
8204,69.3
8205,141.3
8206,1.4
8207,2.2
8208,24.2
8209,2.9
8210,5.2
8211,1.8
8212,2.1
8213,3.8
8214,105.6
8215,117.4
8216,210.3
8217,63.4
8218,263.0
8219,34.4
8220,21.5
8221,47.3
8222,3.1
8223,83.6
8224,362.3
8225,195.1
8226,478.2
8227,10.5
8228,18.9
8229,198.5
8230,236.7
8231,251.1
8232,84.5
8233,348.3
8234,8.5
8235,75.2
8236,22.9
8237,64.8
8238,140.2
8239,1.3
8240,2.3
8241,24.2
8242,2.9
8243,5.8
8244,1.8
8245,2.1
8246,3.9
8247,105.7
8248,115.1
8249,202.4
8250,59.1
8251,255.7
8252,33.4
8253,21.1
8254,47.7
8255,2.8
8256,84.4
8257,357.9
8258,191.5
8259,468.2
8260,9.9
8261,18.9
8262,192.9
8263,236.8
8264,244.8
8265,81.7
8266,339.8
8267,8.3
8268,68.6
8269,23.3
8270,71.6
8271,135.2
8272,1.4
8273,2.2
8274,24.0
8275,2.7
8276,5.8
8277,1.8
8278,2.2
8279,3.8
8280,166.0
8281,175.3
8282,256.5
8283,118.5
8284,353.6
8285,37.8
8286,28.3
8287,39.9
8288,4.4
8289,104.7
8290,362.2
8291,202.0
8292,432.0
8293,11.3
8294,18.7
8295,172.3
8296,174.7
8297,194.8
8298,70.0
8299,303.6
8300,7.6
8301,89.3
8302,26.4
8303,107.6
8304,181.7
8305,0.7
8306,2.4
8307,24.5
8308,2.5
8309,5.1
8310,1.7
8311,2.1
8312,3.9
8313,133.7
8314,157.5
8315,264.3
8316,108.0
8317,331.6
8318,36.5
8319,28.3
8320,41.3
8321,4.3
8322,105.6
8323,368.8
8324,209.7
8325,444.6
8326,11.4
8327,18.9
8328,178.1
8329,182.5
8330,201.1
8331,70.0
8332,312.7
8333,8.2
8334,95.7
8335,26.5
8336,103.0
8337,180.8
8338,0.5
8339,2.4
8340,27.3
8341,2.4
8342,5.3
8343,1.7
8344,2.3
8345,4.2
8346,147.9
8347,147.1
8348,261.6
8349,91.6
8350,363.8
8351,39.1
8352,29.1
8353,43.0
8354,4.7
8355,105.8
8356,372.6
8357,216.6
8358,457.9
8359,11.4
8360,18.8
8361,181.9
8362,185.7
8363,202.6
8364,69.2
8365,324.5
8366,8.4
8367,97.7
8368,25.6
8369,91.6
8370,183.8
8371,1.0
8372,2.4
8373,28.4
8374,2.5
8375,5.7
8376,1.8
8377,2.3
8378,5.3
8379,177.2
8380,148.6
8381,245.1
8382,100.6
8383,390.3
8384,41.2
8385,29.3
8386,42.7
8387,5.0
8388,102.1
8389,379.3
8390,218.7
8391,460.0
8392,11.4
8393,18.9
8394,179.2
8395,183.3
8396,199.3
8397,66.6
8398,318.3
8399,8.3
8400,104.5
8401,25.8
8402,101.1
8403,194.7
8404,1.2
8405,2.0
8406,32.0
8407,2.5
8408,5.3
8409,1.7
8410,2.1
8411,5.0
8412,192.9
8413,171.8
8414,240.0
8415,108.6
8416,407.1
8417,42.4
8418,29.5
8419,41.5
8420,5.3
8421,98.7
8422,390.7
8423,218.6
8424,449.2
8425,11.4
8426,18.8
8427,169.0
8428,182.0
8429,195.4
8430,61.3
8431,308.9
8432,7.8
8433,106.1
8434,26.1
8435,96.0
8436,188.9
8437,1.5
8438,2.1
8439,33.6
8440,2.6
8441,5.6
8442,1.6
8443,2.5
8444,4.7
8445,206.0
8446,177.1
8447,244.3
8448,111.1
8449,415.0
8450,44.6
8451,30.3
8452,43.1
8453,5.5
8454,101.8
8455,387.4
8456,213.6
8457,430.9
8458,11.4
8459,18.9
8460,165.5
8461,165.9
8462,186.6
8463,60.5
8464,291.4
8465,7.9
8466,105.8
8467,26.9
8468,95.5
8469,190.0
8470,1.2
8471,2.2
8472,33.0
8473,2.5
8474,5.7
8475,1.5
8476,2.3
8477,5.0
8478,211.6
8479,171.5
8480,240.5
8481,105.6
8482,418.2
8483,41.2
8484,28.0
8485,40.5
8486,5.2
8487,108.5
8488,339.6
8489,209.9
8490,405.6
8491,11.4
8492,19.1
8493,164.9
8494,170.3
8495,168.0
8496,56.0
8497,282.4
8498,6.5
8499,109.9
8500,27.4
8501,95.3
8502,182.7
8503,1.0
8504,2.2
8505,30.4
8506,2.5
8507,5.6
8508,1.8
8509,2.3
8510,6.2
8511,118.1
8512,127.4
8513,205.8
8514,97.2
8515,351.0
8516,39.0
8517,23.2
8518,41.6
8519,4.1
8520,102.1
8521,379.8
8522,202.9
8523,483.8
8524,11.8
8525,18.4
8526,193.5
8527,195.2
8528,243.1
8529,83.0
8530,352.6
8531,8.5
8532,92.8
8533,24.6
8534,95.1
8535,171.1
8536,1.2
8537,2.0
8538,22.3
8539,1.7
8540,5.2
8541,1.7
8542,2.0
8543,3.7
8544,95.9
8545,95.5
8546,159.2
8547,89.2
8548,284.6
8549,37.5
8550,25.3
8551,39.3
8552,4.0
8553,100.0
8554,359.3
8555,176.6
8556,478.3
8557,14.0
8558,18.9
8559,193.9
8560,193.8
8561,249.3
8562,87.3
8563,362.1
8564,8.7
8565,88.5
8566,26.6
8567,93.8
8568,178.0
8569,1.2
8570,2.1
8571,20.4
8572,2.1
8573,5.3
8574,1.9
8575,2.1
8576,4.6
8577,100.7
8578,98.7
8579,146.4
8580,73.7
8581,251.5
8582,34.6
8583,26.0
8584,39.4
8585,3.2
8586,99.6
8587,335.8
8588,154.0
8589,470.4
8590,13.8
8591,18.7
8592,193.9
8593,189.0
8594,241.5
8595,82.4
8596,360.3
8597,8.7
8598,69.1
8599,22.6
8600,90.5
8601,162.6
8602,1.0
8603,2.1
8604,15.6
8605,1.5
8606,4.1
8607,1.9
8608,2.1
8609,4.2
8610,98.6
8611,106.5
8612,168.3
8613,74.4
8614,269.9
8615,33.7
8616,25.8
8617,46.7
8618,3.2
8619,101.8
8620,355.9
8621,181.0
8622,482.3
8623,13.8
8624,18.7
8625,195.6
8626,186.3
8627,217.0
8628,76.5
8629,306.4
8630,7.2
8631,81.1
8632,23.5
8633,91.2
8634,170.5
8635,1.1
8636,2.1
8637,23.9
8638,1.7
8639,5.1
8640,1.8
8641,2.1
8642,4.5
8643,104.6
8644,114.3
8645,178.1
8646,75.2
8647,301.0
8648,37.5
8649,26.6
8650,44.7
8651,3.2
8652,93.6
8653,358.8
8654,192.0
8655,477.8
8656,13.8
8657,18.5
8658,193.5
8659,173.3
8660,220.7
8661,69.2
8662,329.0
8663,8.7
8664,86.6
8665,19.7
8666,80.7
8667,166.0
8668,1.0
8669,2.1
8670,26.1
8671,1.9
8672,5.3
8673,1.8
8674,2.1
8675,4.4
8676,112.8
8677,116.2
8678,187.2
8679,78.7
8680,315.6
8681,38.1
8682,26.1
8683,44.7
8684,3.5
8685,95.6
8686,367.5
8687,200.5
8688,487.4
8689,13.8
8690,18.4
8691,187.8
8692,167.9
8693,228.6
8694,74.9
8695,330.5
8696,9.2
8697,89.8
8698,22.6
8699,79.9
8700,164.3
8701,1.2
8702,2.1
8703,23.8
8704,1.8
8705,5.3
8706,1.6
8707,2.2
8708,3.6
8709,108.5
8710,110.9
8711,190.4
8712,79.2
8713,320.3
8714,35.2
8715,22.5
8716,43.0
8717,3.3
8718,95.9
8719,363.6
8720,201.3
8721,468.5
8722,10.3
8723,18.5
8724,178.1
8725,164.6
8726,216.0
8727,69.5
8728,304.2
8729,8.4
8730,92.3
8731,21.1
8732,80.9
8733,155.0
8734,1.0
8735,2.1
8736,22.9
8737,2.2
8738,5.2
8739,1.8
8740,2.1
8741,4.3
8742,146.2
8743,155.4
8744,206.5
8745,85.8
8746,324.6
8747,35.5
8748,27.4
8749,40.8
8750,3.8
8751,87.8
8752,341.8
8753,181.8
8754,438.4
8755,12.8
8756,18.1
8757,165.1
8758,175.4
8759,160.2
8760,68.7
8761,301.2
8762,8.2
8763,92.9
8764,24.2
8765,89.9
8766,141.5
8767,0.8
8768,2.1
8769,29.5
8770,2.4
8771,5.5
8772,1.7
8773,2.1
8774,4.5
8775,151.2
8776,157.7
8777,211.2
8778,86.0
8779,326.3
8780,36.1
8781,26.8
8782,40.3
8783,4.3
8784,87.1
8785,348.0
8786,184.5
8787,446.6
8788,12.8
8789,18.2
8790,164.4
8791,179.7
8792,160.7
8793,69.6
8794,292.1
8795,7.7
8796,92.2
8797,24.1
8798,84.4
8799,148.2
8800,0.9
8801,2.1
8802,29.4
8803,2.5
8804,5.6
8805,1.6
8806,2.3
8807,4.8
8808,141.5
8809,157.5
8810,213.1
8811,88.3
8812,330.1
8813,35.8
8814,28.1
8815,38.9
8816,3.9
8817,86.8
8818,357.3
8819,185.5
8820,452.7
8821,12.8
8822,18.3
8823,156.5
8824,180.8
8825,158.1
8826,67.7
8827,282.1
8828,7.5
8829,93.3
8830,24.0
8831,80.8
8832,141.6
8833,0.8
8834,2.3
8835,30.0
8836,2.4
8837,5.3
8838,1.7
8839,2.2
8840,4.6
8841,138.5
8842,156.1
8843,215.5
8844,87.9
8845,327.3
8846,35.6
8847,28.1
8848,41.3
8849,4.2
8850,89.5
8851,360.1
8852,187.7
8853,458.8
8854,12.8
8855,18.6
8856,152.3
8857,173.4
8858,161.8
8859,67.4
8860,266.3
8861,7.4
8862,95.0
8863,24.7
8864,81.5
8865,154.3
8866,0.9
8867,2.0
8868,31.0
8869,2.5
8870,5.5
8871,1.7
8872,2.2
8873,4.8
8874,118.8
8875,145.9
8876,213.0
8877,86.4
8878,323.6
8879,35.7
8880,28.1
8881,30.5
8882,4.1
8883,83.1
8884,364.7
8885,187.1
8886,441.8
8887,12.8
8888,18.3
8889,154.9
8890,163.4
8891,162.5
8892,67.9
8893,276.9
8894,7.5
8895,95.5
8896,25.5
8897,81.7
8898,161.1
8899,0.9
8900,2.1
8901,30.1
8902,2.6
8903,5.4
8904,1.7
8905,1.8
8906,4.9
8907,118.9
8908,142.9
8909,208.4
8910,80.7
8911,316.5
8912,34.9
8913,27.8
8914,39.9
8915,3.9
8916,78.2
8917,362.1
8918,182.7
8919,400.0
8920,10.3
8921,18.2
8922,155.4
8923,147.6
8924,154.6
8925,67.0
8926,264.2
8927,6.9
8928,88.1
8929,24.4
8930,88.0
8931,164.8
8932,0.9
8933,1.9
8934,30.2
8935,2.4
8936,5.5
8937,1.7
8938,1.9
8939,4.6
8940,110.9
8941,137.5
8942,202.2
8943,75.3
8944,299.3
8945,31.8
8946,23.7
8947,40.0
8948,3.3
8949,75.7
8950,343.1
8951,168.1
8952,368.4
8953,10.8
8954,18.1
8955,149.7
8956,142.9
8957,138.3
8958,61.8
8959,249.8
8960,6.6
8961,83.8
8962,22.3
8963,90.4
8964,156.5
8965,0.8
8966,2.1
8967,29.1
8968,2.2
8969,6.0
8970,1.8
8971,1.9
8972,4.9
8973,108.1
8974,126.0
8975,231.0
8976,68.9
8977,282.8
8978,38.2
8979,28.5
8980,50.2
8981,3.7
8982,81.2
8983,256.6
8984,250.5
8985,414.6
8986,9.5
8987,16.6
8988,159.1
8989,179.7
8990,210.7
8991,66.9
8992,275.1
8993,7.4
8994,76.7
8995,24.8
8996,71.5
8997,114.3
8998,1.6
8999,2.1
9000,23.9
9001,2.9
9002,6.4
9003,1.8
9004,2.1
9005,3.9
9006,116.9
9007,131.7
9008,237.6
9009,72.2
9010,295.3
9011,40.6
9012,25.8
9013,52.5
9014,3.8
9015,80.1
9016,282.7
9017,249.2
9018,418.4
9019,9.5
9020,17.3
9021,151.4
9022,171.6
9023,204.2
9024,67.9
9025,240.3
9026,6.5
9027,74.5
9028,21.4
9029,71.9
9030,116.8
9031,1.3
9032,2.2
9033,22.9
9034,2.9
9035,6.5
9036,1.9
9037,2.1
9038,3.8
9039,118.0
9040,132.0
9041,240.9
9042,72.3
9043,291.3
9044,39.7
9045,30.3
9046,48.5
9047,4.0
9048,79.5
9049,316.4
9050,251.6
9051,421.8
9052,9.5
9053,17.7
9054,151.2
9055,174.0
9056,212.2
9057,67.1
9058,227.9
9059,6.0
9060,73.9
9061,22.8
9062,73.8
9063,121.4
9064,1.4
9065,2.1
9066,21.4
9067,2.9
9068,6.1
9069,1.8
9070,2.2
9071,3.9
9072,120.1
9073,131.3
9074,244.1
9075,72.2
9076,293.4
9077,39.1
9078,29.7
9079,50.3
9080,3.8
9081,77.8
9082,327.5
9083,251.9
9084,421.0
9085,9.5
9086,17.9
9087,157.0
9088,178.2
9089,215.5
9090,66.3
9091,238.1
9092,6.0
9093,75.3
9094,22.4
9095,71.8
9096,117.2
9097,1.4
9098,2.2
9099,22.8
9100,2.8
9101,6.6
9102,1.9
9103,2.1
9104,4.1
9105,119.0
9106,132.4
9107,241.1
9108,73.9
9109,294.9
9110,39.5
9111,29.9
9112,51.6
9113,3.8
9114,82.9
9115,329.8
9116,253.4
9117,413.7
9118,11.9
9119,17.8
9120,163.4
9121,182.1
9122,215.6
9123,66.4
9124,265.1
9125,6.7
9126,76.7
9127,21.7
9128,72.8
9129,121.5
9130,1.4
9131,2.2
9132,23.3
9133,2.8
9134,5.4
9135,1.7
9136,2.2
9137,4.2
9138,114.9
9139,129.5
9140,242.0
9141,66.2
9142,293.8
9143,39.1
9144,29.3
9145,50.4
9146,3.6
9147,83.3
9148,329.0
9149,250.8
9150,413.1
9151,12.0
9152,16.8
9153,165.2
9154,182.5
9155,211.7
9156,66.1
9157,268.0
9158,7.0
9159,75.1
9160,21.7
9161,74.0
9162,122.6
9163,1.3
9164,2.3
9165,23.2
9166,2.8
9167,6.6
9168,1.6
9169,2.1
9170,4.1
9171,109.1
9172,118.6
9173,239.6
9174,64.6
9175,280.0
9176,36.2
9177,25.3
9178,49.0
9179,3.4
9180,84.7
9181,321.9
9182,250.8
9183,403.2
9184,12.0
9185,17.2
9186,163.4
9187,181.2
9188,197.4
9189,58.8
9190,264.6
9191,6.5
9192,76.2
9193,23.2
9194,73.3
9195,111.0
9196,1.1
9197,2.3
9198,22.2
9199,3.0
9200,6.4
9201,1.8
9202,2.1
9203,4.0
9204,156.3
9205,152.5
9206,215.5
9207,110.5
9208,399.9
9209,42.9
9210,27.7
9211,46.6
9212,5.1
9213,91.9
9214,378.4
9215,200.3
9216,499.8
9217,11.5
9218,18.0
9219,193.3
9220,167.1
9221,219.6
9222,85.3
9223,341.5
9224,9.0
9225,104.2
9226,26.5
9227,91.0
9228,174.5
9229,1.1
9230,1.8
9231,19.0
9232,2.1
9233,4.7
9234,1.7
9235,1.8
9236,4.6
9237,151.4
9238,152.1
9239,212.5
9240,106.0
9241,405.6
9242,43.0
9243,28.0
9244,46.5
9245,4.8
9246,90.3
9247,378.9
9248,208.4
9249,500.6
9250,11.5
9251,18.2
9252,197.0
9253,169.7
9254,223.6
9255,85.1
9256,344.4
9257,8.9
9258,100.3
9259,23.7
9260,81.6
9261,157.1
9262,1.2
9263,2.1
9264,21.5
9265,2.4
9266,5.1
9267,1.9
9268,1.9
9269,4.0
9270,153.8
9271,150.7
9272,221.5
9273,102.7
9274,401.4
9275,41.7
9276,29.6
9277,45.9
9278,4.8
9279,87.4
9280,376.5
9281,213.9
9282,497.9
9283,11.5
9284,18.1
9285,196.7
9286,170.1
9287,225.7
9288,84.6
9289,339.4
9290,9.4
9291,100.2
9292,25.5
9293,81.0
9294,166.7
9295,1.1
9296,2.1
9297,23.8
9298,2.4
9299,5.1
9300,1.7
9301,2.2
9302,4.2
9303,151.1
9304,151.4
9305,211.8
9306,101.8
9307,404.7
9308,40.7
9309,28.2
9310,46.0
9311,4.6
9312,90.4
9313,377.8
9314,215.3
9315,495.2
9316,11.5
9317,18.2
9318,197.6
9319,170.1
9320,225.0
9321,83.4
9322,343.8
9323,9.2
9324,99.5
9325,26.3
9326,82.2
9327,184.1
9328,0.9
9329,2.2
9330,24.9
9331,2.2
9332,5.3
9333,1.8
9334,1.9
9335,4.4
9336,137.9
9337,143.5
9338,192.2
9339,100.9
9340,394.2
9341,40.8
9342,28.2
9343,46.1
9344,4.7
9345,94.1
9346,374.3
9347,216.6
9348,495.1
9349,11.5
9350,17.9
9351,197.4
9352,175.9
9353,222.2
9354,83.6
9355,348.3
9356,9.2
9357,103.1
9358,28.9
9359,90.0
9360,192.9
9361,1.1
9362,2.3
9363,24.8
9364,2.3
9365,5.0
9366,1.7
9367,2.1
9368,4.4
9369,136.9
9370,137.8
9371,194.9
9372,88.4
9373,364.1
9374,41.7
9375,27.2
9376,45.9
9377,4.4
9378,91.0
9379,371.8
9380,213.3
9381,496.7
9382,11.5
9383,17.8
9384,197.7
9385,173.4
9386,220.9
9387,81.5
9388,335.7
9389,9.0
9390,103.6
9391,28.6
9392,94.9
9393,192.9
9394,1.1
9395,2.2
9396,24.5
9397,2.5
9398,5.3
9399,1.7
9400,2.0
9401,4.2
9402,134.9
9403,141.2
9404,211.2
9405,89.8
9406,400.3
9407,40.8
9408,23.7
9409,46.8
9410,3.9
9411,91.8
9412,360.5
9413,211.6
9414,481.3
9415,11.5
9416,17.4
9417,196.5
9418,166.2
9419,211.5
9420,78.2
9421,320.9
9422,8.3
9423,106.3
9424,27.8
9425,92.6
9426,172.0
9427,1.0
9428,2.1
9429,25.3
9430,2.4
9431,5.1
9432,1.6
9433,2.0
9434,4.0
9435,96.1
9436,120.7
9437,226.5
9438,74.9
9439,296.5
9440,39.3
9441,28.4
9442,33.6
9443,4.6
9444,77.0
9445,324.1
9446,245.5
9447,445.4
9448,9.4
9449,18.9
9450,170.4
9451,211.0
9452,222.7
9453,69.3
9454,294.7
9455,7.1
9456,83.8
9457,24.6
9458,66.2
9459,110.9
9460,2.1
9461,2.2
9462,23.1
9463,2.7
9464,5.9
9465,1.6
9466,2.2
9467,3.5
9468,105.4
9469,123.2
9470,226.8
9471,74.9
9472,289.5
9473,38.9
9474,28.7
9475,38.1
9476,4.7
9477,78.4
9478,257.6
9479,247.7
9480,452.7
9481,10.5
9482,18.1
9483,166.7
9484,211.4
9485,230.7
9486,70.4
9487,287.0
9488,7.1
9489,82.5
9490,24.8
9491,68.2
9492,113.8
9493,1.9
9494,2.3
9495,22.3
9496,2.6
9497,6.0
9498,1.6
9499,2.1
9500,3.7
9501,111.4
9502,127.7
9503,233.3
9504,75.4
9505,284.0
9506,39.1
9507,30.7
9508,43.8
9509,4.6
9510,77.8
9511,273.3
9512,236.9
9513,441.2
9514,10.1
9515,17.9
9516,156.0
9517,201.5
9518,220.5
9519,70.2
9520,238.5
9521,5.7
9522,80.7
9523,24.9
9524,67.8
9525,111.2
9526,1.9
9527,2.2
9528,20.5
9529,2.7
9530,5.9
9531,1.3
9532,2.1
9533,3.8
9534,112.0
9535,125.3
9536,225.9
9537,76.4
9538,253.9
9539,39.8
9540,31.1
9541,42.2
9542,4.7
9543,78.8
9544,309.7
9545,214.5
9546,438.8
9547,10.0
9548,18.2
9549,153.7
9550,200.8
9551,227.3
9552,70.1
9553,227.2
9554,5.2
9555,77.1
9556,25.4
9557,65.6
9558,113.8
9559,1.9
9560,2.3
9561,20.9
9562,3.2
9563,6.1
9564,1.6
9565,2.2
9566,3.7
9567,111.6
9568,125.3
9569,228.1
9570,77.3
9571,260.9
9572,39.1
9573,31.1
9574,49.6
9575,4.6
9576,79.3
9577,322.9
9578,225.0
9579,431.4
9580,9.5
9581,18.0
9582,167.5
9583,209.8
9584,233.0
9585,71.4
9586,246.6
9587,5.4
9588,74.2
9589,25.2
9590,67.9
9591,115.0
9592,2.0
9593,2.2
9594,22.0
9595,2.8
9596,6.0
9597,1.6
9598,2.3
9599,3.6
9600,110.4
9601,126.1
9602,230.2
9603,73.3
9604,279.8
9605,39.6
9606,31.3
9607,49.9
9608,4.3
9609,72.5
9610,322.1
9611,230.2
9612,431.8
9613,9.3
9614,18.1
9615,169.5
9616,209.8
9617,228.3
9618,72.3
9619,262.1
9620,6.1
9621,73.0
9622,24.3
9623,68.4
9624,116.0
9625,1.2
9626,2.2
9627,22.6
9628,2.6
9629,6.1
9630,1.6
9631,2.3
9632,3.5
9633,104.6
9634,115.6
9635,228.2
9636,71.7
9637,271.3
9638,36.7
9639,28.7
9640,50.0
9641,3.9
9642,78.7
9643,313.5
9644,229.3
9645,426.8
9646,8.7
9647,18.1
9648,170.2
9649,208.6
9650,192.3
9651,67.8
9652,246.7
9653,6.0
9654,75.0
9655,24.0
9656,68.4
9657,107.4
9658,1.6
9659,2.2
9660,22.7
9661,2.6
9662,6.1
9663,1.6
9664,2.2
9665,3.4
9666,256.1
9667,206.9
9668,211.5
9669,115.5
9670,449.7
9671,39.9
9672,29.1
9673,42.9
9674,6.0
9675,92.7
9676,270.6
9677,195.4
9678,379.0
9679,10.3
9680,18.5
9681,186.0
9682,196.4
9683,154.5
9684,55.0
9685,306.7
9686,8.5
9687,110.7
9688,24.5
9689,94.1
9690,164.8
9691,0.8
9692,2.2
9693,33.9
9694,2.4
9695,5.2
9696,1.7
9697,2.4
9698,5.5
9699,229.1
9700,204.7
9701,214.5
9702,117.8
9703,420.6
9704,41.4
9705,29.6
9706,38.7
9707,6.3
9708,87.9
9709,292.7
9710,186.9
9711,396.2
9712,10.5
9713,18.9
9714,183.4
9715,191.9
9716,160.5
9717,58.6
9718,312.4
9719,8.6
9720,96.5
9721,22.9
9722,91.3
9723,150.5
9724,0.8
9725,2.2
9726,32.6
9727,2.4
9728,5.1
9729,1.8
9730,2.4
9731,4.7
9732,233.8
9733,192.2
9734,207.5
9735,113.9
9736,393.0
9737,42.3
9738,29.4
9739,35.7
9740,6.0
9741,80.5
9742,293.4
9743,169.4
9744,399.4
9745,10.5
9746,18.5
9747,183.6
9748,200.8
9749,161.3
9750,59.4
9751,306.8
9752,8.1
9753,99.9
9754,23.2
9755,93.9
9756,152.2
9757,0.7
9758,2.1
9759,33.4
9760,2.5
9761,5.5
9762,1.7
9763,2.2
9764,5.4
9765,220.4
9766,170.6
9767,171.0
9768,98.7
9769,379.2
9770,33.8
9771,22.8
9772,40.3
9773,5.2
9774,80.3
9775,231.5
9776,140.7
9777,344.5
9778,10.5
9779,14.9
9780,184.7
9781,190.6
9782,149.9
9783,58.1
9784,286.0
9785,7.3
9786,104.7
9787,24.5
9788,96.6
9789,138.2
9790,0.5
9791,2.2
9792,30.3
9793,2.5
9794,5.6
9795,1.6
9796,2.3
9797,4.7
9798,226.5
9799,177.7
9800,156.0
9801,107.7
9802,377.1
9803,36.1
9804,26.6
9805,38.5
9806,5.6
9807,88.3
9808,258.5
9809,149.7
9810,378.1
9811,11.3
9812,16.2
9813,183.3
9814,213.1
9815,164.2
9816,62.5
9817,301.6
9818,7.0
9819,108.1
9820,25.2
9821,103.9
9822,157.1
9823,0.8
9824,2.0
9825,33.2
9826,2.4
9827,5.5
9828,1.3
9829,2.2
9830,4.5
9831,176.1
9832,150.9
9833,147.3
9834,99.2
9835,370.6
9836,37.5
9837,29.6
9838,33.5
9839,5.0
9840,97.4
9841,281.8
9842,164.8
9843,399.9
9844,11.7
9845,18.2
9846,174.0
9847,218.9
9848,158.1
9849,63.8
9850,272.1
9851,6.9
9852,107.8
9853,24.4
9854,104.5
9855,151.0
9856,0.9
9857,2.0
9858,35.2
9859,2.3
9860,5.5
9861,1.4
9862,2.2
9863,4.8
9864,124.2
9865,125.4
9866,163.0
9867,89.1
9868,353.2
9869,30.0
9870,34.0
9871,38.8
9872,3.6
9873,96.0
9874,282.4
9875,169.2
9876,399.2
9877,11.7
9878,18.4
9879,164.1
9880,217.0
9881,142.7
9882,60.0
9883,260.2
9884,6.5
9885,104.9
9886,21.8
9887,89.8
9888,144.9
9889,0.6
9890,2.3
9891,33.3
9892,2.3
9893,5.3
9894,1.7
9895,2.2
9896,4.5
9897,78.2
9898,79.7
9899,159.5
9900,52.4
9901,271.0
9902,20.1
9903,12.1
9904,40.7
9905,2.4
9906,78.2
9907,249.5
9908,177.2
9909,392.2
9910,7.1
9911,2.2
9912,154.9
9913,167.8
9914,198.4
9915,67.9
9916,228.2
9917,4.5
9918,82.8
9919,22.7
9920,72.8
9921,130.3
9922,0.9
9923,1.5
9924,19.2
9925,2.1
9926,3.9
9927,1.5
9928,2.3
9929,3.1
9930,82.0
9931,83.4
9932,162.7
9933,56.4
9934,282.3
9935,21.3
9936,13.1
9937,40.4
9938,2.6
9939,78.3
9940,260.7
9941,179.9
9942,391.7
9943,7.7
9944,2.4
9945,158.7
9946,164.6
9947,206.6
9948,70.8
9949,239.1
9950,4.7
9951,88.8
9952,24.8
9953,74.8
9954,143.3
9955,1.2
9956,1.6
9957,21.7
9958,2.0
9959,4.2
9960,1.6
9961,2.3
9962,4.0
9963,88.1
9964,88.5
9965,168.6
9966,60.8
9967,290.0
9968,21.1
9969,12.8
9970,43.2
9971,2.7
9972,78.9
9973,263.5
9974,180.8
9975,392.2
9976,7.7
9977,2.4
9978,160.9
9979,167.4
9980,208.4
9981,70.8
9982,243.8
9983,4.8
9984,91.6
9985,23.5
9986,78.5
9987,151.4
9988,1.2
9989,1.7
9990,21.3
9991,2.4
9992,4.2
9993,1.7
9994,2.2
9995,4.3
9996,84.5
9997,91.5
9998,170.4
9999,62.8
10000,289.0
10001,22.1
10002,13.3
10003,40.7
10004,2.9
10005,77.5
10006,261.7
10007,180.7
10008,395.0
10009,7.9
10010,2.4
10011,163.0
10012,159.7
10013,217.0
10014,70.6
10015,248.2
10016,4.9
10017,70.3
10018,21.8
10019,77.8
10020,137.6
10021,1.3
10022,1.2
10023,16.4
10024,1.9
10025,3.6
10026,1.3
10027,1.7
10028,3.4
10029,85.4
10030,91.8
10031,169.7
10032,63.0
10033,293.3
10034,22.5
10035,14.0
10036,42.9
10037,3.0
10038,78.3
10039,264.5
10040,182.2
10041,402.2
10042,8.2
10043,2.5
10044,165.0
10045,157.8
10046,219.8
10047,69.5
10048,252.5
10049,5.1
10050,82.7
10051,23.5
10052,76.2
10053,127.2
10054,1.2
10055,1.3
10056,15.9
10057,1.8
10058,3.7
10059,1.6
10060,1.9
10061,3.2
10062,83.3
10063,89.2
10064,169.2
10065,65.2
10066,290.0
10067,22.9
10068,14.1
10069,39.7
10070,2.9
10071,83.4
10072,269.0
10073,188.7
10074,401.9
10075,8.1
10076,2.6
10077,166.6
10078,157.7
10079,219.0
10080,71.0
10081,254.9
10082,5.2
10083,82.9
10084,24.6
10085,77.9
10086,130.9
10087,1.2
10088,1.4
10089,15.2
10090,1.9
10091,3.6
10092,1.6
10093,2.0
10094,3.2
10095,67.8
10096,83.5
10097,170.4
10098,62.1
10099,280.4
10100,21.6
10101,11.8
10102,42.4
10103,2.6
10104,79.5
10105,263.7
10106,182.1
10107,400.2
10108,8.1
10109,2.7
10110,171.0
10111,152.7
10112,204.4
10113,72.1
10114,259.0
10115,5.5
10116,81.0
10117,24.4
10118,69.4
10119,125.8
10120,1.1
10121,1.4
10122,14.9
10123,2.0
10124,3.8
10125,1.3
10126,2.0
10127,2.4
10128,99.0
10129,107.9
10130,212.4
10131,63.2
10132,269.0
10133,32.9
10134,27.3
