,Usage
4138,166.3
4139,156.0
4140,65.1
4141,274.7
4142,7.3
4143,43.5
4144,19.0
4145,78.9
4146,122.6
4147,1.2
4148,2.2
4149,26.5
4150,2.2
4151,6.1
4152,1.6
4153,2.4
4154,4.1
4155,245.9
4156,194.3
4157,242.2
4158,116.6
4159,422.1
4160,42.9
4161,30.7
4162,42.4
4163,6.3
4164,110.2
4165,342.2
4166,219.0
4167,441.2
4168,11.4
4169,18.9
4170,165.3
4171,184.1
4172,171.9
4173,60.0
4174,297.9
4175,7.7
4176,104.2
4177,27.1
4178,98.7
4179,194.3
4180,1.3
4181,2.2
4182,29.5
4183,2.6
4184,5.8
4185,1.9
4186,2.2
4187,5.6
4188,253.7
4189,211.3
4190,251.4
4191,129.0
4192,428.8
4193,43.3
4194,30.4
4195,42.8
4196,6.8
4197,111.6
4198,355.4
4199,229.2
4200,451.4
4201,11.0
4202,19.2
4203,168.2
4204,191.1
4205,164.5
4206,60.7
4207,299.0
4208,7.8
4209,97.4
4210,24.8
4211,102.5
4212,192.2
4213,1.2
4214,2.3
4215,27.8
4216,2.5
4217,5.4
4218,1.9
4219,2.0
4220,4.8
4221,264.8
4222,208.1
4223,256.8
4224,130.4
4225,406.8
4226,45.4
4227,32.0
4228,42.9
4229,6.4
4230,106.5
4231,354.3
4232,220.4
4233,446.0
4234,11.3
4235,19.1
4236,175.2
4237,198.7
4238,172.9
4239,62.7
4240,312.3
4241,8.5
4242,88.2
4243,22.5
4244,97.4
4245,180.5
4246,1.2
4247,2.4
4248,29.2
4249,2.5
4250,5.4
4251,2.1
4252,2.2
4253,4.9
4254,229.6
4255,183.2
4256,219.3
4257,115.2
4258,372.2
4259,40.7
4260,29.5
4261,37.0
4262,6.0
4263,100.1
4264,346.8
4265,197.9
4266,423.8
4267,11.3
4268,19.0
4269,174.1
4270,199.0
4271,163.7
4272,65.7
4273,312.5
4274,8.5
4275,90.6
4276,22.7
4277,86.9
4278,174.5
4279,0.9
4280,2.3
4281,31.7
4282,2.6
4283,5.6
4284,1.9
4285,2.3
4286,4.7
4287,220.4
4288,177.2
4289,218.3
4290,109.3
4291,357.5
4292,39.5
4293,29.5
4294,42.5
4295,5.5
4296,96.7
4297,338.8
4298,185.2
4299,400.5
4300,11.3
4301,19.0
4302,158.7
4303,174.1
4304,174.8
4305,65.6
4306,300.7
4307,8.4
4308,97.1
4309,23.2
4310,86.2
4311,172.5
4312,0.9
4313,2.3
4314,31.4
4315,2.6
4316,5.6
4317,1.7
4318,2.2
4319,5.0
4320,206.3
4321,157.8
4322,198.7
4323,100.7
4324,359.1
4325,38.3
4326,28.9
4327,40.5
4328,4.9
4329,91.7
4330,334.6
4331,183.2
4332,374.0
4333,11.3
4334,18.7
4335,154.9
4336,167.8
4337,165.4
4338,66.3
4339,305.3
4340,8.0
4341,91.9
4342,22.2
4343,87.9
4344,166.0
4345,0.8
4346,2.3
4347,30.5
4348,2.4
4349,5.7
4350,1.6
4351,2.3
4352,4.6
4353,210.9
4354,153.9
4355,159.3
4356,98.9
4357,364.1
4358,37.4
4359,26.3
4360,37.3
4361,4.9
4362,93.7
4363,314.9
4364,175.8
4365,364.8
4366,11.3
4367,18.7
4368,151.0
4369,161.1
4370,160.8
4371,62.2
4372,284.4
4373,7.4
4374,91.4
4375,21.8
4376,89.0
4377,151.3
4378,0.5
4379,2.3
4380,30.9
4381,2.6
4382,5.5
4383,1.6
4384,2.3
4385,4.8
4386,122.1
4387,128.2
4388,205.5
4389,91.9
4390,342.3
4391,38.3
4392,25.4
4393,44.2
4394,4.1
4395,99.9
4396,381.2
4397,206.1
4398,495.0
4399,13.8
4400,18.7
4401,177.6
4402,161.6
4403,235.4
4404,79.3
4405,324.7
4406,8.9
4407,93.5
4408,23.4
4409,79.9
4410,151.5
4411,1.2
4412,1.9
4413,23.8
4414,2.6
4415,5.0
4416,1.6
4417,2.1
4418,4.3
4419,129.0
4420,138.6
4421,216.8
4422,99.3
4423,362.0
4424,39.5
4425,26.0
4426,43.0
4427,4.4
4428,100.5
4429,359.9
4430,212.0
4431,494.5
4432,13.8
4433,16.2
4434,178.2
4435,164.1
4436,230.6
4437,68.5
4438,323.2
4439,9.0
4440,89.4
4441,24.1
4442,90.8
4443,160.4
4444,1.3
4445,2.2
4446,25.8
4447,2.6
4448,5.5
4449,1.7
4450,2.2
4451,5.3
4452,108.6
4453,141.7
4454,221.1
4455,106.7
4456,380.7
4457,41.2
4458,24.8
4459,33.7
4460,4.6
4461,102.6
4462,379.2
4463,216.4
4464,500.6
4465,13.8
4466,18.1
4467,186.1
4468,171.1
4469,233.1
4470,77.4
4471,337.7
4472,8.9
4473,98.1
4474,25.1
4475,92.0
4476,170.0
4477,1.4
4478,2.1
4479,27.1
4480,2.6
4481,5.4
4482,1.8
4483,2.0
4484,5.6
4485,126.4
4486,144.5
4487,226.7
4488,111.4
4489,387.1
4490,40.5
4491,25.4
4492,41.7
4493,4.8
4494,103.9
4495,387.3
4496,219.3
4497,513.1
4498,13.5
4499,19.0
4500,189.3
4501,176.0
4502,241.9
4503,78.4
4504,342.2
4505,9.1
4506,99.8
4507,26.5
4508,95.4
4509,181.2
4510,1.4
4511,2.2
4512,28.9
4513,2.8
4514,5.0
4515,1.8
4516,2.1
4517,5.4
4518,132.7
4519,146.7
4520,226.5
4521,109.7
4522,387.1
4523,41.2
4524,27.5
4525,42.6
4526,4.8
4527,105.5
4528,392.9
4529,221.0
4530,511.8
4531,13.5
4532,18.4
4533,193.3
4534,176.9
4535,236.5
4536,84.3
4537,352.2
4538,9.1
4539,99.6
4540,27.4
4541,96.5
4542,178.9
4543,1.2
4544,2.3
4545,27.0
4546,2.7
4547,5.3
4548,1.9
4549,2.1
4550,5.1
4551,133.3
4552,143.3
4553,228.3
4554,103.2
4555,364.0
4556,40.9
4557,28.1
4558,46.3
4559,4.5
4560,104.0
4561,389.6
4562,221.0
4563,513.3
4564,13.5
4565,18.2
4566,193.3
4567,176.9
4568,236.5
4569,84.3
4570,352.2
4571,9.1
4572,99.6
4573,27.4
4574,96.5
4575,178.9
4576,1.2
4577,2.3
4578,27.0
4579,2.7
4580,5.3
4581,1.9
4582,2.1
4583,5.1
4584,126.3
4585,132.9
4586,224.7
4587,98.7
4588,358.7
4589,38.7
4590,25.7
4591,44.2
4592,4.1
4593,104.1
4594,375.4
4595,217.3
4596,504.1
4597,13.5
4598,18.3
4599,189.0
4600,171.1
4601,219.1
4602,79.3
4603,325.7
4604,8.3
4605,94.2
4606,26.5
4607,94.6
4608,177.7
4609,1.0
4610,2.1
4611,22.0
4612,1.9
4613,5.3
4614,1.8
4615,2.2
4616,4.5
4617,86.3
4618,93.0
4619,178.7
4620,46.1
4621,240.8
4622,22.5
4623,13.0
4624,45.6
4625,2.4
4626,81.6
4627,282.4
4628,182.1
4629,395.6
4630,7.4
4631,13.5
4632,176.7
4633,219.7
4634,226.4
4635,69.9
4636,276.5
4637,6.1
4638,68.2
4639,21.5
4640,66.5
4641,100.4
4642,1.0
4643,2.1
4644,19.0
4645,2.4
4646,5.6
4647,1.6
4648,2.2
4649,3.1
4650,74.7
4651,92.0
4652,171.9
4653,48.7
4654,247.4
4655,21.7
4656,20.5
4657,44.7
4658,2.4
4659,86.4
4660,291.0
4661,183.4
4662,403.6
4663,6.9
4664,15.0
4665,181.4
4666,224.9
4667,238.3
4668,75.3
4669,302.6
4670,7.0
4671,63.0
4672,23.2
4673,69.1
4674,114.7
4675,1.4
4676,1.9
4677,21.5
4678,2.7
4679,5.8
4680,1.8
4681,2.1
4682,3.5
4683,69.6
4684,85.9
4685,171.4
4686,46.0
4687,241.6
4688,19.5
4689,15.6
4690,42.8
4691,2.3
4692,80.8
4693,263.0
4694,178.9
4695,394.4
4696,7.2
4697,12.9
4698,175.4
4699,210.7
4700,231.2
4701,69.9
4702,290.7
4703,5.0
4704,69.9
4705,23.9
4706,74.7
4707,106.4
4708,1.5
4709,2.0
4710,21.3
4711,2.6
4712,5.3
4713,1.7
4714,2.0
4715,3.6
4716,63.1
4717,76.7
4718,161.2
4719,46.1
4720,239.9
4721,18.2
4722,12.8
4723,44.6
4724,2.3
4725,75.2
4726,238.2
4727,160.0
4728,357.9
4729,6.2
4730,3.2
4731,162.1
4732,207.4
4733,214.9
4734,66.7
4735,256.3
4736,4.2
4737,72.7
4738,24.2
4739,79.1
4740,107.8
4741,1.4
4742,2.1
4743,19.5
4744,2.3
4745,5.0
4746,1.5
4747,2.1
4748,3.5
4749,66.9
4750,74.7
4751,127.9
4752,44.1
4753,238.9
4754,18.0
4755,12.0
4756,43.2
4757,2.3
4758,73.4
4759,207.5
4760,150.3
4761,328.0
4762,6.9
4763,2.2
4764,159.7
4765,202.5
4766,213.6
4767,65.7
4768,245.9
4769,4.1
4770,73.3
4771,23.2
4772,82.7
4773,111.8
4774,1.3
4775,2.0
4776,19.1
4777,2.5
4778,4.7
4779,1.6
4780,2.1
4781,3.2
4782,57.6
4783,65.9
4784,105.8
4785,44.4
4786,217.3
4787,17.0
4788,12.9
4789,42.9
4790,2.4
4791,77.0
4792,192.3
4793,131.8
4794,348.2
4795,7.0
4796,2.0
4797,160.4
4798,202.7
4799,217.4
4800,66.6
4801,244.7
4802,4.1
4803,76.3
4804,23.7
4805,80.7
4806,117.0
4807,1.3
4808,2.0
4809,20.6
4810,2.5
4811,4.3
4812,1.8
4813,2.1
4814,3.1
4815,56.1
4816,64.8
4817,123.5
4818,42.4
4819,219.4
4820,16.9
4821,12.6
4822,40.9
4823,2.2
4824,73.6
4825,201.7
4826,142.8
4827,351.0
4828,6.8
4829,1.7
4830,161.0
4831,208.6
4832,214.6
4833,67.5
4834,244.5
4835,4.1
4836,67.3
4837,23.0
4838,82.8
4839,125.2
4840,1.3
4841,1.9
4842,21.0
4843,2.4
4844,3.7
4845,1.5
4846,2.0
4847,3.6
4848,113.4
4849,125.5
4850,203.1
4851,78.4
4852,296.7
4853,35.1
4854,26.6
4855,41.8
4856,3.7
4857,74.1
4858,351.2
4859,171.0
4860,357.7
4861,10.8
4862,18.2
4863,152.5
4864,143.2
4865,146.0
4866,63.3
4867,253.7
4868,7.0
4869,84.4
4870,22.4
4871,83.8
4872,158.2
4873,0.9
4874,2.0
4875,26.2
4876,2.4
4877,5.6
4878,1.7
4879,2.1
4880,5.0
4881,119.7
4882,132.4
4883,202.6
4884,75.9
4885,290.5
4886,34.7
4887,27.2
4888,42.6
4889,3.4
4890,76.7
4891,347.8
4892,169.7
4893,383.7
4894,10.8
4895,17.1
4896,146.7
4897,146.8
4898,146.2
4899,65.9
4900,257.5
4901,7.2
4902,82.6
4903,23.9
4904,85.8
4905,159.6
4906,1.1
4907,2.0
4908,26.9
4909,2.5
4910,5.9
4911,1.7
4912,2.2
4913,4.7
4914,124.5
4915,137.0
4916,200.6
4917,74.2
4918,286.8
4919,34.8
4920,27.8
4921,42.3
4922,3.7
4923,75.7
4924,337.8
4925,164.3
4926,387.9
4927,11.5
4928,18.3
4929,144.4
4930,146.2
4931,147.4
4932,65.6
4933,262.0
4934,7.3
4935,80.2
4936,23.6
4937,79.8
4938,149.6
4939,1.1
4940,2.2
4941,26.7
4942,2.7
4943,5.9
4944,1.7
4945,2.1
4946,3.8
4947,125.7
4948,137.9
4949,202.3
4950,75.9
4951,286.7
4952,35.9
4953,27.4
4954,43.5
4955,3.7
4956,72.8
4957,327.4
4958,164.9
4959,383.7
4960,10.5
4961,18.6
4962,146.6
4963,145.2
4964,147.2
4965,65.1
4966,259.4
4967,7.1
4968,74.1
4969,20.0
4970,70.8
4971,124.8
4972,1.2
4973,2.0
4974,24.6
4975,2.5
4976,6.1
4977,1.7
4978,2.1
4979,4.1
4980,122.0
4981,134.7
4982,204.3
4983,76.0
4984,302.9
4985,36.0
4986,27.6
4987,43.2
4988,3.7
4989,73.9
4990,312.7
4991,171.3
4992,363.2
4993,10.5
4994,18.2
4995,151.4
4996,149.4
4997,141.8
4998,64.9
4999,266.0
5000,7.7
5001,70.3
5002,19.9
5003,70.5
5004,110.6
5005,1.2
5006,2.1
5007,22.3
5008,2.5
5009,5.7
5010,1.7
5011,2.1
5012,3.9
5013,117.0
5014,124.8
5015,197.0
5016,69.1
5017,287.8
5018,32.7
5019,25.2
5020,42.6
5021,3.4
5022,73.5
5023,279.0
5024,170.3
5025,347.4
5026,10.5
5027,17.2
5028,149.8
5029,149.4
5030,140.1
5031,62.4
5032,241.5
5033,7.0
5034,71.1
5035,22.9
5036,73.9
5037,116.3
5038,1.0
5039,2.1
5040,20.3
5041,2.5
5042,5.5
5043,1.8
5044,2.1
5045,3.7
5046,90.7
5047,104.3
5048,185.3
5049,60.8
5050,290.0
5051,26.1
5052,17.0
5053,43.1
5054,2.9
5055,68.5
5056,233.3
5057,162.8
5058,313.9
5059,8.9
5060,12.0
5061,146.1
5062,141.9
5063,132.6
5064,57.2
5065,195.7
5066,5.3
5067,77.9
5068,24.5
5069,76.1
5070,113.9
5071,0.8
5072,2.2
5073,22.7
5074,2.5
5075,5.6
5076,1.7
5077,2.4
5078,4.1
5079,102.8
5080,115.2
5081,225.2
5082,67.9
5083,259.4
5084,35.0
5085,29.0
5086,43.1
5087,3.7
5088,80.8
5089,333.9
5090,243.7
5091,412.4
5092,12.0
5093,17.9
5094,165.2
5095,181.9
5096,211.9
5097,62.7
5098,278.2
5099,6.9
5100,75.3
5101,22.8
5102,67.6
5103,120.6
5104,1.3
5105,2.2
5106,23.2
5107,2.9
5108,6.2
5109,1.8
5110,2.1
5111,3.9
5112,92.4
5113,97.9
5114,208.1
5115,67.7
5116,231.2
5117,28.6
5118,27.7
5119,41.1
5120,3.8
5121,79.9
5122,329.3
5123,238.3
5124,417.1
5125,12.0
5126,18.1
5127,166.6
5128,184.4
5129,216.2
5130,63.9
5131,281.6
5132,7.0
5133,75.8
5134,24.5
5135,81.9
5136,124.5
5137,1.7
5138,2.1
5139,23.5
5140,2.6
5141,6.2
5142,1.9
5143,2.1
5144,3.8
5145,105.3
5146,118.9
5147,227.0
5148,70.8
5149,242.7
5150,37.3
5151,29.3
5152,45.3
5153,3.8
5154,82.7
5155,327.6
5156,241.9
5157,417.4
5158,12.0
5159,18.2
5160,167.5
5161,185.8
5162,216.0
5163,65.1
5164,289.8
5165,7.0
5166,68.7
5167,24.5
5168,81.8
5169,125.7
5170,1.4
5171,2.1
5172,23.3
5173,2.8
5174,5.9
5175,1.9
5176,2.2
5177,3.9
5178,104.0
5179,118.3
5180,224.8
5181,70.4
5182,259.8
5183,38.2
5184,29.8
5185,45.4
5186,3.8
5187,80.8
5188,327.4
5189,235.6
5190,413.3
5191,12.0
5192,18.2
5193,169.7
5194,184.0
5195,218.7
5196,66.6
5197,294.9
5198,7.1
5199,63.7
5200,24.6
5201,73.5
5202,127.2
5203,1.3
5204,2.4
5205,23.5
5206,2.9
5207,6.0
5208,1.9
5209,2.2
5210,3.7
5211,105.3
5212,113.7
5213,219.2
5214,72.5
5215,246.2
5216,38.9
5217,29.9
5218,53.0
5219,3.8
5220,79.2
5221,322.5
5222,218.1
5223,397.6
5224,12.0
5225,18.1
5226,169.7
5227,176.9
5228,219.4
5229,68.3
5230,298.9
5231,7.2
5232,71.2
5233,22.7
5234,75.4
5235,124.9
5236,1.4
5237,2.3
5238,23.8
5239,2.8
5240,6.3
5241,1.9
5242,2.1
5243,3.8
5244,95.3
5245,107.2
5246,221.5
5247,58.6
5248,239.0
5249,33.4
5250,25.5
5251,51.6
5252,3.3
5253,64.5
5254,297.7
5255,214.8
5256,351.6
5257,11.5
5258,14.9
5259,168.6
5260,157.7
5261,202.8
5262,64.6
5263,283.2
5264,6.4
5265,69.0
5266,23.5
5267,84.1
5268,114.8
5269,1.2
5270,2.2
5271,22.6
5272,2.6
5273,6.3
5274,2.0
5275,2.2
5276,3.4
5277,97.9
5278,103.7
5279,221.8
5280,63.7
5281,249.1
5282,35.6
5283,26.9
5284,48.9
5285,3.3
5286,69.2
5287,300.2
5288,222.0
5289,361.6
5290,9.8
5291,16.2
5292,162.7
5293,140.1
5294,197.3
5295,61.2
5296,272.9
5297,6.5
5298,69.8
5299,22.3
5300,82.2
5301,112.4
5302,1.1
5303,2.2
5304,22.5
5305,2.9
5306,5.9
5307,2.0
5308,2.2
5309,3.1
5310,146.2
5311,158.0
5312,226.8
5313,102.8
5314,412.7
5315,44.0
5316,27.9
5317,41.8
5318,5.1
5319,92.2
5320,382.1
5321,219.1
5322,507.0
5323,11.8
5324,17.7
5325,193.1
5326,172.2
5327,225.8
5328,85.2
5329,348.9
5330,8.8
5331,106.2
5332,28.4
5333,93.9
5334,184.1
5335,1.1
5336,2.0
5337,26.0
5338,2.3
5339,5.2
5340,1.8
5341,2.1
5342,4.4
5343,158.9
5344,167.3
5345,230.7
5346,110.8
5347,413.5
5348,45.1
5349,29.2
5350,48.3
5351,5.3
5352,92.3
5353,387.9
5354,222.8
5355,513.6
5356,12.4
5357,18.2
5358,201.7
5359,173.0
5360,221.7
5361,86.8
5362,359.7
5363,9.1
5364,107.3
5365,28.7
5366,85.0
5367,193.3
5368,1.1
5369,2.1
5370,27.6
5371,2.6
5372,5.2
5373,1.8
5374,2.1
5375,5.1
5376,169.5
5377,171.5
5378,233.6
5379,114.0
5380,428.3
5381,35.8
5382,13.1
5383,48.1
5384,5.5
5385,88.9
5386,384.3
5387,225.1
5388,513.9
5389,12.4
5390,18.0
5391,202.5
5392,171.3
5393,219.4
5394,87.7
5395,364.0
5396,8.8
5397,105.8
5398,27.5
5399,81.5
5400,192.0
5401,1.0
5402,2.2
5403,27.1
5404,2.6
5405,5.2
5406,1.9
5407,2.3
5408,5.2
5409,161.7
5410,164.4
5411,240.3
5412,114.5
5413,442.0
5414,47.2
5415,29.4
5416,48.7
5417,5.2
5418,92.3
5419,391.1
5420,227.8
5421,522.1
5422,12.4
5423,18.1
5424,202.5
5425,175.1
5426,218.9
5427,89.4
5428,365.3
5429,9.3
5430,96.5
5431,25.2
5432,94.3
5433,172.7
5434,1.1
5435,2.1
5436,25.5
5437,2.4
5438,5.2
5439,1.8
5440,2.2
5441,4.7
5442,139.4
5443,147.7
5444,234.0
5445,105.5
5446,398.2
5447,45.1
5448,28.8
5449,43.5
5450,4.9
5451,93.5
5452,388.3
5453,223.8
5454,505.3
5455,12.4
5456,17.9
5457,199.9
5458,172.5
5459,205.3
5460,82.8
5461,355.5
5462,8.5
5463,104.7
5464,26.0
5465,92.0
5466,184.2
5467,1.1
5468,2.2
5469,24.7
5470,2.2
5471,5.4
5472,1.5
5473,2.4
5474,3.6
5475,142.4
5476,156.0
5477,238.8
5478,109.2
5479,406.1
5480,44.6
5481,29.1
5482,44.6
5483,4.6
5484,92.1
5485,384.8
5486,223.5
5487,503.3
5488,12.4
5489,17.9
5490,201.0
5491,172.6
5492,194.1
5493,81.2
5494,351.6
5495,9.0
5496,102.3
5497,26.0
5498,91.0
5499,155.6
5500,1.2
5501,2.3
5502,25.0
5503,2.3
5504,5.1
5505,1.6
5506,2.4
5507,3.6
5508,150.2
5509,151.0
5510,239.8
5511,99.9
5512,414.7
5513,41.9
5514,26.6
5515,46.4
5516,4.3
5517,92.8
5518,372.0
5519,219.1
5520,487.5
5521,12.4
5522,17.7
5523,199.1
5524,171.1
5525,176.0
5526,77.8
5527,328.3
5528,8.5
5529,101.0
5530,26.2
5531,90.7
5532,154.9
5533,1.1
5534,2.2
5535,25.8
5536,2.5
5537,5.3
5538,1.7
5539,2.2
5540,5.2
5541,105.1
5542,126.4
5543,234.2
5544,77.7
5545,281.2
5546,40.0
5547,32.2
5548,51.0
5549,4.5
5550,78.7
5551,324.8
5552,235.9
5553,445.9
5554,9.9
5555,18.3
5556,177.3
5557,211.8
5558,233.6
5559,73.3
5560,283.0
5561,6.9
5562,78.2
5563,25.3
5564,69.0
5565,112.2
5566,1.8
5567,2.4
5568,21.5
5569,2.8
5570,6.5
5571,1.9
5572,2.3
5573,3.5
5574,106.5
5575,129.6
5576,240.4
5577,75.9
5578,283.7
5579,41.0
5580,32.8
5581,51.3
5582,4.3
5583,79.8
5584,327.1
5585,243.1
5586,457.6
5587,10.1
5588,18.6
5589,180.6
5590,216.6
5591,233.8
5592,75.7
5593,294.0
5594,6.9
5595,79.0
5596,26.2
5597,68.4
5598,122.3
5599,1.9
5600,2.1
5601,22.9
5602,2.4
5603,6.5
5604,1.6
5605,2.1
5606,3.5
5607,111.2
5608,130.3
5609,238.7
5610,76.6
5611,283.2
5612,39.6
5613,31.3
5614,49.8
5615,4.2
5616,77.1
5617,329.1
5618,242.1
5619,460.2
5620,10.3
5621,18.8
5622,182.4
5623,216.3
5624,234.8
5625,74.9
5626,297.4
5627,7.0
5628,81.6
5629,25.9
5630,70.3
5631,118.8
5632,1.9
5633,2.1
5634,24.1
5635,2.3
5636,6.6
5637,1.6
5638,2.1
5639,4.5
5640,111.0
5641,129.6
5642,238.6
5643,75.0
5644,270.6
5645,39.3
5646,31.6
5647,50.6
5648,4.2
5649,80.8
5650,337.6
5651,242.8
5652,464.3
5653,10.4
5654,18.5
5655,184.3
5656,218.9
5657,233.2
5658,76.0
5659,302.3
5660,7.1
5661,79.4
5662,25.6
5663,71.0
5664,118.3
5665,2.1
5666,2.3
5667,22.8
5668,2.7
5669,6.5
5670,1.9
5671,2.5
5672,3.4
5673,112.9
5674,131.6
5675,237.6
5676,76.0
5677,283.9
5678,39.9
5679,32.1
5680,50.3
5681,4.2
5682,82.2
5683,341.5
5684,250.7
5685,466.0
5686,10.1
5687,19.0
5688,182.8
5689,217.2
5690,233.6
5691,76.3
5692,300.3
5693,7.5
5694,79.7
5695,26.0
5696,69.5
5697,121.4
5698,2.7
5699,2.3
5700,23.1
5701,2.7
5702,6.6
5703,1.9
5704,2.5
5705,3.5
5706,114.3
5707,130.9
5708,245.5
5709,71.4
5710,284.6
5711,39.9
5712,30.1
5713,50.9
5714,4.1
5715,83.7
5716,339.1
5717,255.7
5718,464.7
5719,10.0
5720,18.7
5721,183.0
5722,213.6
5723,228.6
5724,74.0
5725,299.5
5726,7.3
5727,78.7
5728,26.4
5729,70.4
5730,119.1
5731,2.8
5732,2.1
5733,23.2
5734,2.7
5735,6.7
5736,2.0
5737,2.3
5738,3.4
5739,99.3
5740,116.7
5741,231.0
5742,60.3
5743,282.3
5744,33.5
5745,26.6
5746,49.9
5747,4.1
5748,80.0
5749,312.7
5750,254.5
5751,424.1
5752,8.7
5753,14.9
5754,178.7
5755,208.0
5756,214.7
5757,65.3
5758,270.3
5759,6.3
5760,82.8
5761,26.6
5762,70.1
5763,107.5
5764,2.1
5765,2.3
5766,22.2
5767,2.8
5768,6.5
5769,1.9
5770,2.3
5771,3.3
5772,163.9
5773,157.5
5774,180.9
5775,103.8
5776,379.4
5777,33.9
5778,24.2
5779,34.8
5780,4.8
5781,94.5
5782,300.2
5783,172.3
5784,424.5
5785,11.7
5786,18.9
5787,164.3
5788,217.8
5789,158.5
5790,65.6
5791,282.0
5792,7.5
5793,104.7
5794,22.1
5795,89.8
5796,151.8
5797,0.9
5798,2.3
5799,34.2
5800,2.4
5801,5.2
5802,1.6
5803,2.4
5804,4.9
5805,192.4
5806,176.4
5807,196.9
5808,110.9
5809,388.0
5810,40.3
5811,25.7
5812,41.0
5813,5.1
5814,94.0
5815,307.4
5816,172.8
5817,433.7
5818,11.8
5819,18.9
5820,161.9
5821,217.9
5822,160.1
5823,67.4
5824,281.3
5825,7.4
5826,110.7
5827,24.2
5828,96.4
5829,166.7
5830,1.0
5831,2.2
5832,36.0
5833,2.6
5834,5.7
5835,1.7
5836,2.4
5837,5.0
5838,209.5
5839,187.7
5840,215.6
5841,117.8
5842,379.5
5843,41.4
5844,26.7
5845,41.2
5846,5.5
5847,94.2
5848,312.7
5849,174.0
5850,431.6
5851,11.9
5852,18.4
5853,159.9
5854,217.8
5855,169.0
5856,67.2
5857,283.3
5858,7.7
5859,111.8
5860,26.2
5861,107.0
5862,180.0
5863,1.0
5864,2.4
5865,38.0
5866,2.5
5867,5.4
5868,1.6
5869,2.5
5870,5.3
5871,221.9
5872,189.8
5873,222.0
5874,115.7
5875,372.6
5876,40.7
5877,27.5
5878,41.8
5879,5.7
5880,96.9
5881,313.2
5882,173.9
5883,426.7
5884,11.9
5885,19.0
5886,160.9
5887,204.2
5888,168.4
5889,65.7
5890,279.8
5891,7.4
5892,114.5
5893,25.8
5894,99.8
5895,184.4
5896,0.8
5897,2.6
5898,37.2
5899,2.9
5900,5.4
5901,1.8
5902,2.6
5903,5.3
5904,239.1
5905,200.7
5906,231.7
5907,117.0
5908,400.1
5909,42.9
5910,29.7
5911,41.6
5912,5.6
5913,97.5
5914,313.4
5915,181.0
5916,426.8
5917,11.9
5918,18.9
5919,164.7
5920,193.4
5921,168.0
5922,63.9
5923,284.2
5924,7.5
5925,110.8
5926,24.8
5927,95.2
5928,168.6
5929,0.7
5930,2.6
5931,33.2
5932,2.1
5933,5.5
5934,1.8
5935,2.7
5936,5.1
5937,245.6
5938,195.7
5939,237.9
5940,110.1
5941,368.5
5942,40.8
5943,28.7
5944,42.5
5945,5.1
5946,95.0
5947,287.5
5948,174.5
5949,424.0
5950,11.3
5951,18.7
5952,165.4
5953,210.6
5954,160.0
5955,64.6
5956,284.2
5957,7.9
5958,100.7
5959,24.7
5960,94.0
5961,161.6
5962,0.8
5963,2.4
5964,34.8
5965,2.5
5966,5.5
5967,1.9
5968,2.5
5969,4.4
5970,239.4
5971,175.1
5972,229.1
5973,102.1
5974,341.6
5975,37.1
5976,25.6
5977,39.5
5978,4.3
5979,90.8
5980,290.3
5981,165.6
5982,414.1
5983,10.2
5984,18.4
5985,166.8
5986,212.1
5987,155.9
5988,58.4
5989,261.3
5990,7.4
5991,103.1
5992,23.0
5993,87.8
5994,151.5
5995,0.6
5996,2.1
5997,35.1
5998,2.4
5999,5.4
6000,1.8
6001,2.4
6002,4.6
6003,77.9
6004,86.6
6005,171.8
6006,57.8
6007,280.3
6008,21.6
6009,12.1
6010,46.6
6011,2.5
6012,76.5
6013,261.3
6014,179.6
6015,380.5
6016,7.8
6017,2.7
6018,168.7
6019,143.8
6020,196.4
6021,69.6
6022,253.7
6023,5.4
6024,80.8
6025,24.4
6026,69.7
6027,118.8
6028,1.0
6029,1.4
6030,15.8
6031,2.5
6032,4.0
6033,1.4
6034,2.0
6035,3.3
6036,75.3
6037,86.1
6038,154.1
6039,59.9
6040,268.3
6041,22.1
6042,13.9
6043,45.5
6044,2.6
6045,77.9
6046,265.8
6047,182.2
6048,388.6
6049,8.2
6050,2.9
6051,170.6
6052,145.1
6053,207.4
6054,71.7
6055,255.6
6056,5.7
6057,70.2
6058,22.6
6059,78.2
6060,118.4
6061,1.3
6062,1.4
6063,15.5
6064,2.3
6065,3.7
6066,1.5
6067,2.1
6068,3.4
6069,68.5
6070,84.4
6071,163.0
6072,56.8
6073,260.2
6074,22.6
6075,13.9
6076,40.4
6077,2.4
6078,70.6
6079,268.0
6080,185.8
6081,399.1
6082,8.2
6083,3.0
6084,169.3
6085,142.9
6086,207.2
6087,71.3
6088,255.0
6089,5.6
6090,64.0
6091,18.8
6092,64.7
6093,82.4
6094,1.3
6095,1.1
6096,14.8
6097,2.1
6098,3.8
6099,1.4
6100,1.4
6101,3.5
6102,81.2
6103,89.7
6104,171.0
6105,58.6
6106,283.0
6107,23.1
6108,14.4
6109,45.9
6110,2.6
6111,75.1
6112,275.8
6113,189.3
6114,405.7
6115,8.6
6116,3.2
6117,170.1
6118,142.4
6119,207.9
6120,70.7
6121,260.5
6122,5.8
6123,72.8
6124,20.6
6125,63.6
6126,95.1
6127,1.4
6128,1.4
6129,14.3
6130,2.3
6131,4.0
6132,1.4
6133,2.0
6134,3.3
6135,83.7
6136,92.4
